CustomerID,Recency,Frequency,Monetary
14009,191,3,685.93
14012,270,1,328.8
14013,103,3,473.02
14014,70,1,505.18
14015,45,1,917.34
14016,147,5,4328.46
14019,39,4,1398.96
14020,9,2,642.8
14021,148,3,631.9
14022,218,1,440.0
14023,243,1,273.14
14024,114,2,327.7
14027,53,1,104.82
14029,56,2,467.66
14030,11,8,2358.84
14031,14,22,14127.52
14032,9,17,2746.72
14034,15,4,509.09
14035,21,5,1428.02
14036,277,1,626.65
14037,169,2,147.2
14038,71,4,1554.48
14039,26,1,152.2
14040,33,15,3487.59
14041,259,1,141.41
14044,19,4,646.42
14045,102,4,1659.75
14046,277,1,154.99
14047,1,7,1290.01
14048,270,2,375.13
14049,9,6,5536.15
14050,24,2,746.36
14051,1,25,14273.44
14052,12,1,225.36
14053,117,2,260.25
14054,58,1,92.46
14055,99,1,725.64
14056,8,28,7637.44
14057,16,18,6141.1
14059,259,1,183.6
14060,15,19,5837.9
14062,2,12,10464.85
14064,22,7,1168.92
14066,259,1,152.55
14067,56,2,374.7
14068,313,1,265.85
14071,12,7,1151.58
14073,14,2,139.54
14075,12,2,625.48
14076,122,1,118.67
14077,33,5,499.42
14078,94,6,1049.37
14079,117,1,375.1
14080,25,1,45.6
14081,260,4,891.77
14082,357,1,182.25
14083,119,7,533.39
14085,2,16,3777.55
14088,3,14,50415.49
14089,49,1,158.75
14090,317,1,76.32
14092,16,15,3708.64
14093,5,1,433.86
14096,4,32,49285.37
14098,29,1,147.35
14099,9,12,3092.97
14100,130,1,191.95
14101,66,6,5976.79
14102,4,7,941.83
14104,147,2,216.21
14105,78,2,1260.33
14107,44,8,2688.48
14108,23,3,594.16
14109,16,2,80.2
14110,14,12,5344.21
14111,7,5,688.6
14112,15,12,2774.17
14113,15,7,906.02
14114,266,2,386.53
14116,12,5,1382.74
14117,136,1,90.0
14119,347,1,-19.9
14121,1,5,1969.14
14124,77,1,419.58
14125,3,3,2720.63
14126,3,2,643.63
14127,115,3,709.71
14128,53,2,637.5
14129,10,4,971.28
14130,312,1,480.91
14132,7,11,3265.0
14133,122,5,590.34
14135,1,14,4550.41
14138,56,1,621.71
14139,39,1,415.82
14140,14,2,525.99
14141,52,5,652.68
14142,366,1,311.81
14143,126,1,115.8
14145,39,5,3148.2
14146,1,6,2949.57
14147,42,3,468.4
14148,226,1,157.2
14149,205,3,259.43
14150,28,2,658.64
14152,68,3,611.09
14154,232,2,1345.62
14155,259,1,118.75
14156,2,66,113214.59
14157,12,3,392.44
14158,33,1,507.66
14159,12,14,4615.64
14161,208,3,1097.62
14162,166,2,289.36
14163,80,4,2445.91
14164,63,2,1631.77
14165,268,1,120.44
14167,32,4,562.59
14171,91,1,363.79
14173,3,4,450.84
14174,26,1,134.46
14175,44,7,3108.06
14176,290,5,574.0
14177,77,5,544.51
14178,1,7,1600.26
14179,33,2,701.57
14180,3,31,4640.77
14184,59,1,452.89
14185,324,1,197.65
14188,1,10,2018.91
14189,1,23,4302.75
14191,3,13,4233.89
14193,60,2,853.39
14194,2,31,10732.65
14195,194,3,962.7
14196,99,1,335.52
14198,11,6,671.7
14199,211,1,185.4
14201,53,9,688.04
14205,3,4,218.78
14206,232,2,308.26
14208,87,1,151.74
14209,3,7,2067.13
14210,84,7,1900.89
14211,46,13,2208.3
14212,82,1,1070.48
14213,364,1,-1192.2
14214,23,7,1000.23
14215,4,7,1777.92
14216,1,3,1701.05
14217,2,23,1830.88
14218,35,1,169.48
14220,240,2,632.4
14221,35,10,3427.85
14222,170,1,683.17
14223,85,4,975.23
14224,103,4,1009.73
14226,21,7,2184.24
14227,19,15,3315.71
14229,44,5,1450.6
14231,172,5,822.06
14232,24,8,2043.93
14233,36,5,1447.51
14234,15,4,754.12
14235,3,6,3093.86
14236,73,2,490.86
14237,366,1,161.0
14238,319,1,146.85
14239,36,13,2323.5
14240,23,2,890.34
14241,176,1,213.7
14242,227,2,280.55
14243,1,14,2535.88
14245,169,5,1677.48
14246,103,3,1474.06
14247,271,1,136.77
14248,311,1,302.58
14250,82,1,1228.83
14251,3,4,2397.42
14256,247,3,935.06
14257,44,6,3087.27
14258,2,10,12650.08
14259,134,1,120.0
14261,43,2,1163.45
14262,1,8,2618.23
14264,147,3,319.47
14265,102,2,530.18
14267,143,7,1279.09
14270,324,1,492.65
14271,218,1,112.32
14272,66,2,437.96
14273,44,4,559.97
14276,81,5,1019.39
14277,8,4,3928.8
14280,189,1,134.04
14282,1,14,3614.14
14284,23,3,578.45
14285,14,4,1910.01
14286,16,5,4595.81
14287,1,4,151.23
14288,205,2,413.85
14289,1,6,911.26
14290,4,6,2307.45
14291,50,10,3315.61
14292,28,12,4406.01
14293,140,3,739.41
14295,33,2,154.7
14297,10,6,1284.06
14298,1,44,51527.3
14299,1,18,2855.35
14300,11,1,43.2
14301,100,2,632.04
14304,215,2,197.1
14305,64,5,1803.76
14306,44,3,2083.42
14307,81,6,2995.72
14309,1,10,2319.68
14311,218,2,229.71
14312,39,6,1611.59
14314,99,1,120.0
14315,14,7,2456.98
14317,57,1,508.58
14320,199,3,343.11
14321,3,5,1530.75
14323,107,4,574.26
14326,227,2,166.85
14327,156,1,311.65
14329,1,14,4889.14
14331,117,2,462.66
14332,15,3,840.21
14333,57,2,351.45
14334,9,9,2539.46
14335,9,2,454.86
14336,9,4,1614.91
14338,151,4,554.22
14339,227,4,289.91
14340,211,1,134.7
14341,38,9,2151.08
14342,14,6,607.71
14344,120,8,889.93
14345,31,1,108.98
14346,113,2,1021.58
14348,253,1,409.57
14349,3,1,133.5
14350,263,2,258.7
14351,157,1,51.0
14352,150,4,1078.96
14353,208,1,90.6
14354,23,1,87.78
14355,358,1,174.4
14356,53,4,666.94
14357,36,1,225.12
14359,12,6,882.58
14360,24,4,2118.03
14362,15,1,151.5
14364,101,8,3717.35
14367,1,19,9134.12
14368,312,1,155.0
14371,288,1,100.5
14373,351,1,76.55
14375,178,1,235.56
14377,184,2,617.05
14379,37,2,348.1
14381,45,1,202.68
14382,19,1,615.49
14383,31,3,1247.69
14385,2,3,202.11
14386,289,1,142.4
14387,25,3,1727.6
14388,1,10,3172.04
14389,1,5,999.72
14390,3,13,4582.22
14393,211,1,67.95
14395,38,11,2885.12
14396,58,2,487.99
14397,4,20,2160.01
14400,134,2,559.7
14401,22,13,3686.2
14403,123,5,1426.31
14404,26,7,1409.72
14406,112,1,156.75
14407,100,9,2111.08
14408,3,7,2599.03
14409,64,7,1908.25
14410,8,15,573.45
14411,303,1,1063.0
14412,28,3,761.33
14413,355,1,121.05
14414,84,8,1485.13
14415,12,17,4675.9
14416,15,2,490.22
14418,18,2,1039.9
14419,3,6,1051.79
14420,78,2,385.87
14421,50,2,813.11
14422,10,5,3881.63
14423,211,1,265.2
14424,10,1,322.08
14426,11,16,3918.9
14427,43,2,363.34
14428,29,6,1007.51
14431,291,2,423.26
14432,2,6,2248.5
14434,14,6,1372.8
14436,91,1,89.06
14437,136,2,-43.4
14438,299,1,131.9
14439,312,1,2661.24
14440,1,5,2357.68
14441,14,9,1239.44
14442,191,4,1548.87
14443,46,7,1400.88
14446,21,3,823.52
14447,11,5,1163.23
14448,2,2,375.35
14449,11,4,885.8
14450,173,3,483.25
14451,53,2,643.9
14452,3,2,259.05
14453,183,1,119.93
14456,15,12,2620.8
14457,303,1,113.64
14459,148,1,1837.92
14460,103,4,383.34
14461,141,3,2103.06
14462,56,15,1942.45
14463,91,3,529.62
14465,239,3,1038.44
14466,22,7,2272.4
14467,10,4,596.26
14470,4,2,461.19
14472,96,8,1852.67
14473,67,2,234.34
14474,36,2,537.71
14475,64,6,799.82
14476,250,1,193.0
14477,12,5,1307.81
14479,246,2,316.25
14480,4,1,279.05
14481,157,2,636.51
14482,11,6,2022.81
14483,142,2,129.2
14484,43,1,321.92
14485,31,1,162.8
14487,19,7,1152.73
14488,44,2,1047.43
14489,200,1,463.38
14491,168,2,340.93
14493,9,6,1847.14
14494,18,1,139.56
14495,43,2,123.8
14496,304,2,538.81
14497,294,2,457.47
14498,35,5,1957.32
14499,19,3,808.44
14500,81,3,356.85
14501,57,3,190.31
14502,12,14,2310.18
14503,3,4,2772.39
14504,40,4,673.26
14505,10,11,5772.49
14506,10,5,1960.65
14507,16,7,1352.88
14508,15,2,268.05
14511,4,6,1267.41
14512,180,2,275.28
14513,93,4,438.49
14514,54,3,990.2
14515,10,6,2076.89
14517,26,2,330.45
14518,57,1,174.37
14520,283,1,165.0
14522,17,4,974.54
14523,101,1,241.09
14524,24,9,1843.83
14525,1,13,4105.07
14527,1,85,7348.35
14528,30,1,364.22
14529,53,3,578.61
14530,18,6,2862.11
14532,229,4,932.85
14533,17,9,1812.62
14534,10,23,3911.73
14535,52,4,2831.74
14536,252,1,170.95
14537,50,1,355.56
14538,57,2,388.25
14539,8,2,537.48
14540,2,3,952.66
14541,51,8,1453.35
14542,178,1,103.25
14543,21,20,2948.22
14544,17,2,2004.3
14546,33,7,2002.03
14547,5,7,3474.45
14548,143,2,652.8
14549,304,1,289.24
14550,3,2,757.37
14551,11,2,186.23
14552,144,1,164.22
14553,12,5,859.27
14554,3,4,2279.49
14555,50,2,312.54
14557,57,2,0.0
14560,9,23,2133.38
14561,68,3,1080.76
14562,4,18,4404.6
14565,88,6,3073.77
14566,103,1,1432.0
14567,28,3,1524.46
14570,273,2,218.06
14572,33,9,2640.34
14573,172,13,1590.12
14576,365,1,35.4
14577,5,4,859.71
14581,9,1,138.6
14582,33,1,114.11
14583,137,4,741.72
14584,162,5,1020.06
14585,43,1,157.05
14586,220,3,134.16
14587,11,10,1577.39
14589,364,1,39.75
14591,8,4,1320.21
14592,28,3,557.94
14593,14,3,617.15
14594,366,1,255.0
14595,12,6,1740.6
14597,4,2,866.24
14598,37,1,221.97
14600,298,1,393.33
14601,3,1,213.96
14603,267,1,660.0
14606,2,126,11291.51
14607,8,17,10981.1
14608,22,3,1277.6
14609,65,4,601.56
14616,235,3,406.08
14618,2,4,538.59
14619,232,2,379.51
14620,197,3,393.28
14621,23,5,1462.9
14622,177,1,320.58
14623,25,6,866.8
14624,50,2,225.85
14625,178,5,848.48
14626,1,7,2757.07
14627,304,1,-21.85
14628,84,2,671.96
14629,28,2,583.38
14631,43,3,1006.98
14632,255,1,114.56
14633,259,1,344.9
14636,29,2,609.85
14638,43,1,443.6
14639,45,8,2952.34
14640,8,8,2024.45
14641,14,1,110.46
14642,51,1,96.12
14643,163,3,668.61
14644,2,4,780.46
14645,149,2,597.09
14646,9,73,267761.0
14647,194,1,236.04
14649,65,3,895.18
14651,60,2,653.75
14652,70,1,114.18
14653,2,6,1523.62
14655,1,4,1932.23
14656,162,2,291.05
14657,10,5,838.27
14658,110,1,123.14
14659,1,12,2456.53
14660,79,2,285.74
14661,19,1,107.95
14662,21,4,741.37
14664,12,2,636.24
14665,53,7,1258.38
14666,17,1,195.25
14667,3,27,9165.04
14669,234,3,1259.24
14670,273,2,392.86
14672,227,2,765.55
14673,2,4,1369.63
14675,9,1,596.36
14676,24,8,2543.24
14679,364,1,-2.55
14680,18,23,26932.34
14681,64,3,498.95
14682,180,2,52.0
14684,18,5,1201.51
14687,99,1,628.38
14688,32,24,4449.48
14689,201,1,112.8
14690,37,3,341.96
14691,23,5,2114.33
14692,130,5,582.05
14693,257,1,172.9
14696,64,8,1770.43
14697,211,2,188.61
14698,8,4,1065.09
14699,207,1,109.13
14700,25,3,2195.1
14701,3,12,2462.94
14702,1,17,3014.9
14703,7,1,318.17
14704,4,9,1493.96
14705,191,1,179.0
14708,147,3,671.48
14709,8,14,4911.14
14710,7,4,599.48
14711,3,12,2809.02
14712,22,3,917.07
14713,2,12,2660.1
14714,17,1,160.19
14715,17,4,867.38
14716,36,2,307.51
14719,3,5,1165.47
14720,82,2,401.13
14722,140,1,180.42
14723,3,6,1122.36
14725,17,1,655.58
14727,267,1,268.58
14729,366,1,313.49
14730,58,7,1669.38
14731,40,3,380.02
14732,1,10,2686.34
14733,2,15,9451.54
14735,4,33,5250.25
14737,121,2,1081.75
14738,32,9,1289.94
14739,12,6,3367.32
14740,184,4,1423.21
14741,4,6,1400.34
14744,9,9,1088.53
14745,105,6,1167.16
14747,240,2,294.3
14748,22,6,1311.79
14752,36,1,389.64
14753,80,1,563.15
14754,37,2,638.05
14755,2,12,4965.38
14756,8,1,738.96
14757,68,1,420.5
14758,137,4,1484.06
14759,105,2,870.85
14760,287,2,53.8
14761,51,2,255.9
14762,256,1,300.52
14764,36,2,250.55
14765,22,3,254.11
14766,1,8,2423.07
14768,10,3,139.5
14769,70,9,10037.96
14770,225,2,876.42
14772,105,1,139.26
14775,51,3,1011.9
14776,44,13,2195.58
14777,351,1,-14.5
14778,120,2,730.86
14779,273,3,386.15
14780,47,2,447.68
14782,312,1,200.1
14784,19,2,289.99
14785,3,2,77.4
14788,19,1,368.45
14789,21,1,197.64
14790,9,4,745.06
14792,56,2,0.0
14793,14,1,228.99
14794,2,8,1067.25
14795,159,1,131.45
14796,15,26,7396.73
14798,45,3,173.74
14799,44,1,157.7
14800,40,16,4228.39
14801,54,1,189.34
14803,155,3,845.55
14804,1,1,353.27
14805,8,4,546.4
14806,68,1,193.39
14808,32,15,2152.8
14810,33,11,2085.33
14813,362,2,152.88
14815,29,2,778.5
14816,190,1,271.85
14817,193,2,1110.34
14818,66,3,657.8
14819,57,2,272.07
14820,14,4,507.29
14821,359,1,48.8
14823,173,3,321.43
14824,3,4,1127.71
14825,8,11,2119.92
14828,189,3,2139.76
14829,22,6,644.65
14830,46,1,188.88
14834,10,8,1698.35
14836,3,3,102.45
14837,82,5,1641.2
14840,260,1,62.85
14841,46,6,3295.76
14842,28,8,2456.8
14844,56,4,3189.81
14847,141,1,309.4
14849,14,28,7904.28
14850,304,2,278.15
14851,16,2,511.35
14852,51,6,2836.69
14853,1,3,463.05
14854,71,8,2730.09
14855,112,2,645.65
14856,29,3,1290.53
14857,52,3,1165.65
14859,5,5,1352.04
14860,1,2,168.62
14861,45,1,125.79
14862,18,2,841.2
14863,22,1,266.76
14865,365,1,37.2
14866,3,13,14197.45
14867,178,4,701.33
14868,14,8,2549.55
14869,1,2,721.45
14870,254,1,327.25
14871,171,3,335.3
14873,203,1,519.68
14875,2,5,1448.72
14878,5,9,1476.09
14880,70,3,690.59
14881,12,1,255.4
14882,19,2,589.7
14883,11,7,756.64
14885,124,1,765.32
14886,245,1,364.8
14887,72,1,1862.0
14888,200,1,369.2
14889,329,1,135.9
14890,246,1,125.65
14891,141,2,554.38
14893,2,2,1237.85
14894,78,1,655.75
14895,22,21,10094.64
14896,197,2,468.77
14897,45,3,746.32
14898,16,8,1194.11
14901,4,10,1414.99
14902,14,2,314.11
14903,14,10,2729.18
14904,18,1,396.96
14905,147,3,599.9
14907,16,9,3002.49
14908,67,1,277.8
14910,18,6,279.06
14911,1,241,126156.76
14912,9,3,841.52
14913,28,4,1227.43
14915,78,3,258.83
14916,63,5,1264.84
14918,108,2,1610.15
14920,205,2,977.77
14921,23,2,1316.07
14923,43,1,749.1
14924,238,1,310.05
14929,25,1,223.88
14930,101,3,2362.96
14931,15,5,766.28
14932,358,1,363.53
14934,65,3,1888.84
14935,290,1,1784.71
14936,2,9,8117.42
14937,49,4,1617.63
14944,22,14,5842.95
14946,7,1,100.9
14947,65,2,290.82
14948,16,7,1066.57
14950,1,2,361.25
14951,72,1,311.69
14952,39,15,7912.79
14953,18,1,285.67
14954,5,1,294.85
14957,246,1,58.49
14958,140,3,483.73
14959,52,5,684.97
14960,1,2,221.27
14961,3,12,7006.58
14962,263,1,126.7
14963,2,5,1472.34
14964,240,1,206.21
14965,89,2,596.09
14966,7,1,183.02
14967,42,1,463.8
14968,23,1,147.59
14970,61,4,1592.06
14971,28,3,1097.98
14972,121,1,114.77
14973,100,3,1314.45
14974,30,1,89.94
14975,50,1,279.94
14976,50,8,765.86
14978,65,5,1921.37
14981,239,1,102.12
14984,12,2,202.37
14985,191,2,292.01
14987,8,2,326.4
14988,204,1,334.54
14995,31,2,231.98
14997,39,4,540.98
14998,163,2,414.87
15000,40,1,490.52
15002,108,4,1641.76
15004,140,1,1220.77
15005,8,35,6160.54
15006,44,1,480.38
15007,152,1,156.91
15009,5,3,1259.43
15010,28,1,308.94
15012,46,2,405.04
15014,36,2,257.67
15016,165,1,170.04
15017,26,1,125.58
15018,31,4,456.26
15019,259,1,252.81
15021,1,13,1829.23
15022,4,4,852.39
15023,32,11,5989.17
15024,2,10,1636.43
15025,26,1,361.96
15026,73,3,469.0
15027,23,6,1051.95
15028,1,4,627.13
15030,64,2,518.28
15031,23,3,492.61
15032,249,5,4464.1
15033,18,10,2373.73
15034,8,11,4243.21
15035,82,1,252.73
15036,65,3,429.56
15038,36,7,645.84
15039,2,52,19638.59
15041,163,1,179.93
15042,192,1,135.93
15043,24,1,537.0
15044,12,22,7563.88
15045,144,3,633.66
15046,2,16,4940.66
15047,262,1,343.62
15048,58,5,377.52
15049,266,1,121.17
15050,18,5,1682.77
15051,16,3,1383.36
15052,312,1,207.73
15053,149,2,478.6
15054,5,2,302.1
15057,268,2,1489.5
15058,18,11,2102.54
15059,33,11,1325.82
15060,1,4,294.25
15061,3,54,50332.88
15062,64,4,987.86
15063,206,1,370.8
15065,30,6,3135.98
15066,24,2,760.59
15067,71,3,1744.76
15068,39,2,553.36
15069,172,1,1109.53
15070,365,1,106.2
15071,86,2,982.07
15073,2,4,612.43
15074,98,1,735.67
15075,70,1,773.03
15076,165,1,880.85
15078,4,35,8800.27
15079,205,5,893.66
15081,15,6,487.35
15083,249,1,88.2
15087,274,1,306.94
15088,14,3,1140.27
15089,3,6,2420.84
15090,301,1,381.32
15091,46,2,476.96
15092,208,2,457.81
15093,11,9,4410.14
15095,96,5,1364.7
15096,35,1,219.39
15098,175,5,649.5
15099,77,1,410.48
15100,323,6,635.1
15101,1,3,310.03
15103,24,2,703.36
15104,159,3,968.64
15105,11,7,2298.93
15106,10,7,1407.73
15107,304,8,247.66
15108,134,5,1291.75
15109,233,2,463.75
15110,16,7,973.2
15111,22,3,1567.48
15113,2,4,3339.51
15114,23,10,2760.56
15115,11,1,340.11
15116,10,4,1352.75
15117,7,6,1550.13
15118,127,1,244.8
15119,238,1,266.4
15120,122,2,343.82
15121,43,2,457.72
15122,78,6,1612.13
15123,199,1,1069.47
15124,15,2,184.19
15125,18,23,11117.05
15127,58,1,406.53
15128,53,8,1419.54
15129,43,11,3447.4
15130,162,1,330.11
15132,11,5,977.93
15133,120,3,982.42
15134,7,8,1387.99
15135,226,2,127.15
15136,15,3,1025.55
15139,232,2,178.96
15140,45,8,2350.0
15142,39,1,498.74
15143,218,1,259.45
15144,1,18,6530.04
15145,36,3,1036.37
15146,157,3,1313.66
15147,211,2,608.65
15148,3,1,301.29
15149,126,1,520.8
15150,10,11,5280.83
15152,2,16,4684.24
15153,24,1,329.25
15154,67,2,224.73
15156,26,1,317.8
15157,116,4,1438.8
15158,38,1,401.4
15159,11,31,16738.89
15160,350,1,158.16
15163,11,2,304.47
15164,61,3,824.58
15165,366,1,487.75
15167,313,1,158.8
15168,18,1,106.56
15171,317,2,1034.5
15172,1,5,1624.05
15174,315,1,135.75
15175,64,1,224.14
15178,253,1,40.5
15179,11,7,2186.2
15180,360,1,87.5
15181,59,5,680.28
15182,147,2,622.85
15184,22,2,402.2
15185,63,1,310.62
15186,7,2,411.41
15187,1,17,4340.16
15189,1,51,15049.32
15192,112,3,1044.32
15193,53,1,499.32
15194,24,21,6814.53
15197,1,5,656.44
15198,85,2,193.64
15199,52,4,1268.7
15201,71,11,927.84
15203,18,6,1827.8
15204,350,1,316.58
15205,78,3,648.83
15206,3,4,420.3
15208,24,5,660.02
15210,218,1,331.18
15211,53,2,894.41
15212,232,2,88.95
15213,311,3,325.05
15214,3,7,1532.68
15215,37,6,615.99
15216,80,1,96.6
15218,3,11,5756.89
15219,169,1,305.75
15220,44,7,1758.92
15221,359,2,114.1
15222,311,1,585.0
15223,218,3,454.9
15224,351,3,310.48
15225,227,1,409.4
15226,303,1,154.41
15227,29,5,1219.4
15228,59,5,3376.96
15230,232,2,429.6
15232,106,2,612.06
15234,269,1,197.0
15235,210,12,2247.51
15236,291,1,321.05
15237,71,3,1328.72
15238,22,5,1056.54
15239,3,3,764.34
15240,37,7,1685.57
15241,59,9,1738.59
15243,67,1,316.68
15244,58,2,631.57
15245,127,3,2515.84
15246,231,2,514.15
15247,115,1,356.0
15249,24,15,6657.36
15251,2,15,10327.11
15252,29,2,740.78
15253,9,6,915.3
15254,120,1,300.36
15255,59,1,890.85
15256,141,1,98.45
15257,274,2,232.15
15258,161,2,623.16
15260,93,8,1780.77
15261,128,1,254.82
15262,316,1,178.95
15263,99,1,156.51
15264,57,1,393.74
15265,144,2,1506.12
15266,331,1,119.3
15267,15,5,1717.36
15269,16,1,408.8
15270,8,9,2298.2
15271,19,15,2280.01
15272,50,2,721.94
15274,11,1,383.99
15275,24,2,609.19
15276,59,1,128.63
15277,39,1,255.9
15279,347,2,277.41
15280,165,1,113.12
15281,51,12,2239.95
15286,42,1,240.55
15287,15,3,485.24
15288,36,5,2306.52
15289,22,4,935.1
15290,1,19,7540.75
15291,18,20,4596.51
15292,194,1,178.39
15296,37,10,3610.31
15297,3,4,635.04
15298,3,13,3461.88
15299,60,11,3787.09
15300,57,1,496.44
15301,43,14,5007.72
15303,283,1,574.02
15304,53,10,680.3
15306,57,3,1174.35
15307,88,1,205.3
15308,263,2,302.27
15311,3,113,58218.04
15312,68,5,921.1
15313,103,1,52.0
15314,192,1,327.97
15315,57,3,551.54
15316,319,1,165.0
15319,276,1,204.5
15320,37,1,267.13
15321,42,4,2663.48
15322,57,2,602.97
15325,96,1,161.74
15326,326,1,311.71
15327,45,1,208.75
15329,28,5,1005.5
15330,25,2,714.96
15332,359,4,1661.06
15333,201,1,1028.56
15334,149,3,350.82
15335,46,1,170.22
15339,59,3,557.57
15341,73,1,2020.52
15342,109,2,391.76
15343,80,1,364.5
15344,16,4,373.28
15345,28,2,367.69
15346,325,1,252.42
15347,359,1,201.6
15348,65,1,158.04
15349,151,2,463.91
15350,366,1,115.65
15351,5,10,1836.69
15353,247,2,770.12
15355,22,2,277.05
15356,24,10,2718.03
15358,22,27,7405.59
15360,32,1,427.93
15361,354,1,418.92
15363,234,2,318.05
15364,88,2,913.19
15365,18,9,1330.45
15366,68,2,602.51
15367,50,5,1867.69
15368,14,1,446.94
15369,137,1,-1592.49
15370,33,8,2360.55
15372,130,1,2007.4
15373,1,13,2213.11
15374,121,1,168.0
15376,33,3,1221.56
15379,162,8,3631.89
15380,1,6,1682.36
15381,206,2,596.85
15382,7,8,5927.86
15384,162,3,635.76
15385,33,1,316.88
15386,179,1,394.14
15388,263,1,140.54
15389,165,1,500.0
15392,23,4,1211.32
15393,9,2,231.86
15394,2,4,2183.54
15395,318,1,107.45
15396,105,1,288.18
15397,282,1,94.0
15398,9,3,1339.63
15399,15,2,549.13
15400,85,6,666.7
15402,141,2,626.77
15405,182,1,349.1
15406,11,4,426.61
15407,26,4,1046.74
15408,257,1,267.18
15410,77,8,3450.84
15411,19,5,1336.43
15412,164,1,190.53
15414,2,3,774.9
15415,306,1,559.61
15416,57,5,3974.37
15417,78,1,508.8
15419,17,1,135.86
15421,51,4,950.36
15422,316,2,97.7
15423,31,1,43.5
15424,247,2,383.34
15426,12,7,1386.58
15427,26,3,1430.54
15428,8,1,93.78
15429,19,3,364.9
15432,16,1,171.19
15433,72,3,417.87
15434,1,6,997.48
15435,15,1,149.29
15436,5,3,1067.75
15437,255,1,200.16
15438,124,1,156.58
15440,47,3,383.68
15442,241,1,594.0
15443,5,7,2813.46
15444,2,2,1411.21
15445,257,1,113.5
15447,323,1,155.17
15448,305,1,494.64
15449,19,5,971.22
15450,23,1,429.84
15452,22,3,528.48
15453,28,6,1236.49
15454,355,1,179.1
15456,276,3,434.59
15457,255,1,237.07
15458,18,1,161.64
15460,347,1,214.26
15462,87,3,234.6
15463,22,1,126.14
15464,331,1,1044.65
15465,12,24,6945.02
15466,78,1,334.53
15467,2,4,511.88
15468,28,5,438.46
15469,36,4,504.5
15472,106,1,371.56
15473,7,10,1465.2
15475,70,1,454.11
15478,33,2,1399.92
15480,109,1,905.5
15482,8,16,6393.52
15483,154,4,225.26
15484,2,4,2884.96
15485,23,3,2564.5
15488,85,1,91.32
15489,15,4,1090.03
15491,88,7,3090.85
15492,21,2,659.46
15493,25,7,1918.86
15494,14,2,1280.58
15497,10,3,1259.7
15498,10,33,11756.21
15500,1,4,1131.56
15502,8,23,5541.46
15503,355,1,141.04
15504,74,1,52.83
15505,45,7,3497.14
15506,15,3,972.08
15507,164,1,475.86
15508,182,6,1000.27
15510,323,1,250.0
15511,4,5,900.53
15512,148,2,121.0
15513,24,22,14520.08
15514,5,13,2907.45
15516,37,3,62.43
15517,226,1,267.03
15518,57,13,1890.99
15521,29,13,2574.65
15522,25,2,397.99
15523,77,1,412.01
15524,17,1,440.0
15525,10,2,468.69
15526,26,2,148.44
15527,11,10,2347.57
15528,247,1,229.33
15529,15,12,3935.15
15530,14,4,1497.31
15531,1,2,1972.39
15532,18,6,1500.88
15533,12,5,746.92
15535,166,7,426.4
15537,156,1,110.92
15540,4,1,213.3
15541,107,1,85.13
15543,281,1,127.86
15544,1,11,3542.51
15545,47,2,288.97
15547,33,13,4391.94
15549,70,4,1643.96
15550,99,3,433.28
15551,29,1,436.06
15552,210,1,90.12
15553,53,1,428.93
15554,270,1,217.2
15555,5,20,4747.89
15556,17,1,279.77
15557,21,1,468.91
15561,4,5,722.74
15562,344,1,134.55
15563,1,7,1319.69
15565,43,2,173.16
15567,11,1,186.01
15568,37,2,422.52
15569,96,5,1375.71
15570,3,12,4057.87
15571,4,4,650.43
15572,18,6,2338.44
15573,24,2,591.19
15574,170,4,675.64
15576,30,1,921.37
15577,144,3,258.88
15578,155,1,127.1
15579,61,2,327.6
15581,113,14,3425.77
15582,17,3,682.91
15584,16,5,718.36
15585,169,1,455.3
15587,43,4,913.68
15589,245,4,456.58
15590,282,1,-30.19
15592,39,1,388.58
15593,63,1,199.8
15594,8,6,1767.53
15596,93,9,1343.34
15597,22,2,315.72
15598,28,3,235.68
15599,19,2,761.74
15601,4,17,6745.36
15602,1,15,1083.63
15603,71,1,48.48
15604,45,1,216.39
15605,29,5,1198.23
15606,50,11,2422.64
15607,329,1,104.76
15608,21,4,1093.68
15609,175,2,270.03
15610,44,1,112.46
15611,2,15,1568.39
15612,29,2,195.15
15615,3,27,10360.04
15618,25,5,747.03
15619,3,1,336.4
15620,43,6,1524.4
15621,3,3,966.0
15622,36,15,3606.48
15623,134,1,301.03
15624,109,4,588.13
15625,93,8,1504.56
15626,67,2,675.8
15628,17,9,2662.69
15630,38,3,1180.4
15632,8,10,3147.31
15634,10,1,243.55
15636,82,2,724.76
15637,45,1,223.36
15638,294,1,-94.0
15639,127,1,425.32
15640,9,16,11150.26
15641,98,4,1887.2
15643,172,6,647.4
15644,159,4,803.54
15645,11,1,612.01
15646,150,4,425.14
15648,197,4,582.05
15649,329,2,816.0
15651,29,3,646.3
15652,84,1,337.74
15653,85,2,877.44
15654,2,2,922.53
15655,226,2,511.32
15656,38,4,748.5
15657,15,1,30.0
15658,183,8,958.9
15659,36,1,306.45
15660,18,12,1552.01
15661,310,2,309.8
15663,99,1,138.14
15664,43,2,358.63
15665,161,2,2222.21
15667,32,1,301.32
15668,210,1,76.32
15669,33,5,677.69
15670,289,1,173.05
15671,11,10,2635.49
15673,81,4,2726.23
15674,66,8,1744.02
15675,74,3,323.69
15676,2,5,3324.09
15677,42,1,657.23
15678,45,1,352.7
15679,17,4,781.28
15680,2,3,1333.68
15681,11,6,946.36
15683,110,1,193.75
